person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,N,country,loan_activo
40,132000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7500,7.29,0,0.06,N,15,31744,USA,inactivo
36,65000,RENT,7.0,MEDICAL,C,15000,13.72,0,0.23,N,11,31745,USA,inactivo
39,134000,MORTGAGE,,VENTURE,B,25000,10.25,0,0.19,N,17,31746,USA,inactivo
42,60000,RENT,1.0,PERSONAL,E,15000,,1,0.25,Y,15,31747,USA,activo
36,123000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,2500,14.91,1,0.02,Y,14,31748,USA,activo
41,135000,MORTGAGE,2.0,MEDICAL,B,20000,9.25,0,0.15,N,13,31749,USA,inactivo
41,68000,RENT,0.0,EDUCATION,C,15000,13.47,0,0.22,Y,12,31750,USA,inactivo
36,62962,RENT,2.0,EDUCATION,B,15000,11.71,1,0.24,N,13,31751,USA,activo
40,136000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,21000,9.99,0,0.15,N,16,31752,USA,inactivo
36,136000,MORTGAGE,0.0,VENTURE,C,4800,14.72,0,0.04,N,15,31753,USA,inactivo
42,136173,MORTGAGE,2.0,EDUCATION,A,8000,6.62,0,0.06,N,15,31754,USA,inactivo
50,137000,MORTGAGE,2.0,MEDICAL,A,23000,7.9,0,0.17,N,13,31755,USA,inactivo
37,138000,MORTGAGE,19.0,EDUCATION,D,4000,15.62,0,0.03,N,12,31756,USA,inactivo
43,138000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,9900,6.99,0,0.07,N,14,31757,USA,inactivo
36,138000,MORTGAGE,0.0,VENTURE,C,10000,13.98,0,0.07,N,12,31758,USA,inactivo
38,71000,RENT,14.0,MEDICAL,B,15000,8.88,0,0.21,N,15,31759,USA,inactivo
45,139380,OWN,4.0,HOMEIMPROVEMENT,A,9000,7.51,0,0.06,N,12,31760,USA,inactivo
45,140000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,7500,6.62,0,0.05,N,15,31761,USA,inactivo
38,140000,MORTGAGE,13.0,HOMEIMPROVEMENT,D,10000,15.62,0,0.07,N,11,31762,USA,inactivo
48,140000,MORTGAGE,4.0,EDUCATION,B,18000,9.99,0,0.13,N,11,31763,USA,inactivo
36,140000,MORTGAGE,21.0,PERSONAL,A,8000,6.99,0,0.06,N,11,31764,USA,inactivo
38,72900,RENT,3.0,PERSONAL,C,15000,12.68,0,0.21,N,12,31765,USA,inactivo
45,140000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,7000,7.29,0,0.05,N,17,31766,USA,inactivo
41,108800,MORTGAGE,2.0,MEDICAL,E,15000,17.88,1,0.12,N,16,31767,USA,activo
41,140000,MORTGAGE,3.0,VENTURE,C,25000,13.8,0,0.18,Y,12,31768,USA,inactivo
37,74000,RENT,7.0,PERSONAL,B,15000,11.71,0,0.2,N,11,31769,USA,inactivo
38,140000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000,9.99,0,0.18,N,12,31770,USA,inactivo
38,140000,MORTGAGE,1.0,PERSONAL,D,10000,14.09,0,0.07,N,16,31771,USA,inactivo
37,140000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.1,N,12,31772,USA,inactivo
37,74784,RENT,8.0,HOMEIMPROVEMENT,E,15000,14.5,0,0.2,N,15,31773,USA,inactivo
50,69000,RENT,8.0,DEBTCONSOLIDATION,D,15000,,1,0.22,N,17,31774,USA,activo
40,75000,RENT,6.0,EDUCATION,A,15000,7.29,0,0.2,N,11,31775,USA,inactivo
39,128000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,20000,13.11,1,0.16,Y,15,31776,USA,activo
36,140000,OWN,13.0,VENTURE,B,20800,11.48,0,0.15,N,11,31777,USA,inactivo
44,140000,OWN,14.0,VENTURE,B,21500,11.83,0,0.15,N,14,31778,USA,inactivo
38,140000,OWN,13.0,VENTURE,B,24000,12.18,0,0.17,N,15,31779,USA,inactivo
38,140000,MORTGAGE,2.0,MEDICAL,B,8000,10.95,0,0.06,N,14,31780,USA,inactivo
36,140004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,6.92,0,0.07,N,11,31781,USA,inactivo
38,20004,OWN,2.0,PERSONAL,B,6250,,0,0.31,N,12,31782,USA,inactivo
42,140400,MORTGAGE,6.0,PERSONAL,B,14000,10.99,0,0.1,N,14,31783,USA,inactivo
43,141000,MORTGAGE,24.0,MEDICAL,B,6000,10.99,0,0.04,N,14,31784,USA,inactivo
43,141000,MORTGAGE,9.0,VENTURE,C,15000,12.53,0,0.11,N,16,31785,USA,inactivo
36,141600,MORTGAGE,4.0,HOMEIMPROVEMENT,B,6000,11.49,0,0.04,N,16,31786,USA,inactivo
40,142000,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.11,N,14,31787,USA,inactivo
47,75000,RENT,3.0,HOMEIMPROVEMENT,C,15000,13.48,0,0.2,Y,17,31788,USA,inactivo
40,142000,MORTGAGE,2.0,PERSONAL,D,25000,15.31,0,0.18,N,14,31789,USA,inactivo
43,142500,MORTGAGE,7.0,MEDICAL,B,20000,11.49,0,0.14,N,15,31790,USA,inactivo
39,69000,RENT,0.0,PERSONAL,D,15000,14.42,1,0.22,N,12,31791,USA,activo
36,144000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,21000,7.9,0,0.15,N,16,31792,USA,inactivo
36,144000,MORTGAGE,0.0,PERSONAL,C,7600,15.23,0,0.05,N,16,31793,USA,inactivo
37,144000,MORTGAGE,15.0,EDUCATION,C,10000,14.17,0,0.07,Y,14,31794,USA,inactivo
41,144000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,25000,10.08,0,0.17,N,11,31795,USA,inactivo
37,145000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,21000,11.99,0,0.14,N,15,31796,USA,inactivo
36,145000,MORTGAGE,4.0,PERSONAL,B,5000,9.62,0,0.03,N,16,31797,USA,inactivo
43,145000,MORTGAGE,1.0,VENTURE,A,20000,6.91,0,0.14,N,17,31798,USA,inactivo
40,145000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.1,N,15,31799,USA,inactivo
37,146000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,10000,13.99,0,0.07,Y,16,31800,USA,inactivo
36,19200,OWN,0.0,HOMEIMPROVEMENT,C,4500,13.49,1,0.23,Y,14,31801,USA,activo
40,148350,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,6.03,0,0.03,N,16,31802,USA,inactivo
36,81996,RENT,4.0,PERSONAL,D,15000,14.09,0,0.18,N,16,31803,USA,inactivo
39,150000,MORTGAGE,9.0,EDUCATION,A,30000,8.9,0,0.2,N,15,31804,USA,inactivo
40,150000,MORTGAGE,18.0,MEDICAL,A,24000,6.62,0,0.16,N,14,31805,USA,inactivo
42,150000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,8.49,0,0.11,N,12,31806,USA,inactivo
40,150000,MORTGAGE,2.0,PERSONAL,C,20000,12.99,0,0.13,N,14,31807,USA,inactivo
36,150000,OWN,8.0,VENTURE,A,7200,6.92,0,0.05,N,13,31808,USA,inactivo
36,150000,MORTGAGE,5.0,EDUCATION,A,7000,7.29,0,0.05,N,15,31809,USA,inactivo
40,150000,MORTGAGE,5.0,PERSONAL,B,12000,10.37,0,0.08,N,12,31810,USA,inactivo
44,150000,MORTGAGE,17.0,PERSONAL,C,25000,13.43,0,0.17,N,17,31811,USA,inactivo
38,150000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500,10.0,0,0.05,N,13,31812,USA,inactivo
36,150000,MORTGAGE,8.0,EDUCATION,A,3000,7.29,0,0.02,N,17,31813,USA,inactivo
45,88000,RENT,12.0,HOMEIMPROVEMENT,D,15000,14.83,0,0.17,Y,12,31814,USA,inactivo
38,18720,OWN,22.0,VENTURE,B,2500,11.86,0,0.13,N,15,31815,USA,inactivo
36,150000,MORTGAGE,20.0,DEBTCONSOLIDATION,A,10000,,0,0.07,N,16,31816,USA,inactivo
37,150000,MORTGAGE,9.0,EDUCATION,C,10000,13.48,0,0.07,N,12,31817,USA,inactivo
38,150000,MORTGAGE,5.0,MEDICAL,B,12000,11.14,0,0.08,N,17,31818,USA,inactivo
41,150000,OWN,10.0,VENTURE,B,24500,11.83,0,0.16,N,17,31819,USA,inactivo
37,117300,MORTGAGE,12.0,MEDICAL,A,10000,,1,0.07,N,11,31820,USA,activo
38,150000,OWN,0.0,VENTURE,B,24000,11.83,0,0.16,N,13,31821,USA,inactivo
39,138000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,11.14,1,0.14,N,12,31822,USA,activo
49,150000,MORTGAGE,0.0,EDUCATION,E,20000,16.95,0,0.13,N,16,31823,USA,inactivo
37,92500,RENT,1.0,EDUCATION,A,15000,7.49,0,0.16,N,14,31824,USA,inactivo
40,150000,MORTGAGE,1.0,EDUCATION,A,7500,8.07,0,0.05,N,15,31825,USA,inactivo
39,150500,MORTGAGE,24.0,DEBTCONSOLIDATION,A,21000,,0,0.14,N,12,31826,USA,inactivo
42,150750,OWN,0.0,PERSONAL,A,8150,6.99,0,0.05,N,17,31827,USA,inactivo
38,151000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,35000,8.9,0,0.23,N,12,31828,USA,inactivo
41,141000,MORTGAGE,12.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.18,N,13,31829,USA,activo
39,49000,RENT,0.0,DEBTCONSOLIDATION,F,15175,19.13,1,0.31,Y,11,31830,USA,activo
42,153936,OWN,26.0,PERSONAL,A,20000,,0,0.13,N,15,31831,USA,inactivo
36,155000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,30000,7.9,0,0.19,N,17,31832,USA,inactivo
36,155000,MORTGAGE,12.0,VENTURE,B,25000,10.74,0,0.16,N,11,31833,USA,inactivo
37,155000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,20000,6.54,0,0.13,N,15,31834,USA,inactivo
42,37000,RENT,0.0,EDUCATION,C,15200,14.26,1,0.41,Y,16,31835,USA,activo
40,36100,RENT,9.0,VENTURE,B,15250,12.53,1,0.42,N,16,31836,USA,activo
47,156000,MORTGAGE,5.0,EDUCATION,B,18000,11.99,0,0.12,N,17,31837,USA,inactivo
37,156000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,4000,8.49,0,0.03,N,15,31838,USA,inactivo
39,156000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,11.89,0,0.1,N,11,31839,USA,inactivo
37,145124,MORTGAGE,21.0,PERSONAL,B,11375,10.99,1,0.08,N,14,31840,USA,activo
40,160000,MORTGAGE,3.0,EDUCATION,C,12000,14.27,0,0.07,Y,17,31841,USA,inactivo
40,66000,RENT,0.0,DEBTCONSOLIDATION,C,15575,14.27,0,0.24,Y,13,31842,USA,inactivo
38,160000,MORTGAGE,12.0,VENTURE,A,14000,6.62,0,0.09,N,13,31843,USA,inactivo
42,160000,MORTGAGE,0.0,MEDICAL,A,22000,6.99,0,0.14,N,16,31844,USA,inactivo
36,42000,RENT,7.0,PERSONAL,B,15600,,1,0.37,N,14,31845,USA,activo
37,53000,RENT,3.0,MEDICAL,C,15600,,0,0.29,N,15,31846,USA,inactivo
36,69000,RENT,0.0,MEDICAL,B,15600,10.99,0,0.23,N,16,31847,USA,inactivo
37,160000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.06,N,13,31848,USA,inactivo
36,160000,MORTGAGE,5.0,EDUCATION,C,10000,12.73,0,0.06,Y,15,31849,USA,inactivo
36,160000,OWN,20.0,VENTURE,D,24000,14.96,0,0.15,Y,14,31850,USA,inactivo
44,45000,RENT,0.0,VENTURE,B,15775,10.99,1,0.35,N,12,31851,USA,activo
40,56472,RENT,4.0,EDUCATION,B,15775,10.59,0,0.28,N,14,31852,USA,inactivo
39,164000,MORTGAGE,18.0,VENTURE,C,35000,13.99,0,0.21,Y,14,31853,USA,inactivo
42,153000,MORTGAGE,7.0,EDUCATION,G,25000,20.53,1,0.16,N,14,31854,USA,activo
40,165000,MORTGAGE,18.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.05,N,16,31855,USA,inactivo
36,75996,RENT,6.0,MEDICAL,A,16000,8.94,0,0.21,N,12,31856,USA,inactivo
47,168000,MORTGAGE,13.0,EDUCATION,A,8775,8.49,0,0.05,N,12,31857,USA,inactivo
36,170000,MORTGAGE,13.0,VENTURE,A,25000,7.51,0,0.15,N,13,31858,USA,inactivo
41,170000,MORTGAGE,11.0,MEDICAL,B,20000,11.11,0,0.12,N,11,31859,USA,inactivo
46,82000,RENT,2.0,EDUCATION,B,16000,10.99,0,0.2,N,16,31860,USA,inactivo
41,88712,RENT,2.0,VENTURE,B,16000,10.95,0,0.18,N,15,31861,USA,inactivo
42,175000,MORTGAGE,12.0,PERSONAL,C,7000,12.99,0,0.04,Y,13,31862,USA,inactivo
44,175000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,7.66,0,0.09,N,17,31863,USA,inactivo
41,138550,MORTGAGE,8.0,MEDICAL,D,23000,14.96,1,0.14,N,12,31864,USA,activo
38,175000,MORTGAGE,21.0,VENTURE,B,10000,11.26,0,0.06,N,17,31865,USA,inactivo
44,140787,MORTGAGE,3.0,MEDICAL,D,35000,16.49,1,0.21,Y,15,31866,USA,activo
47,178000,OWN,31.0,VENTURE,B,9000,10.99,0,0.05,N,17,31867,USA,inactivo
46,180000,MORTGAGE,31.0,VENTURE,B,18000,9.91,0,0.1,N,11,31868,USA,inactivo
41,180000,OWN,13.0,MEDICAL,A,14000,5.99,0,0.08,N,11,31869,USA,inactivo
37,181000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,20000,13.85,0,0.11,Y,17,31870,USA,inactivo
40,182004,MORTGAGE,7.0,HOMEIMPROVEMENT,D,25000,16.07,0,0.14,Y,12,31871,USA,inactivo
38,100000,RENT,2.0,HOMEIMPROVEMENT,A,16000,,0,0.16,N,11,31872,USA,inactivo
48,185000,MORTGAGE,2.0,VENTURE,F,10000,20.62,0,0.05,N,14,31873,USA,inactivo
36,185000,MORTGAGE,20.0,VENTURE,B,6000,10.0,0,0.03,N,15,31874,USA,inactivo
37,185000,MORTGAGE,15.0,VENTURE,B,4000,10.0,0,0.02,N,11,31875,USA,inactivo
47,187000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,14000,8.9,0,0.07,N,16,31876,USA,inactivo
40,187000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,7.9,0,0.05,N,17,31877,USA,inactivo
37,108996,RENT,15.0,EDUCATION,C,16000,13.11,0,0.15,Y,13,31878,USA,inactivo
38,98000,RENT,4.0,DEBTCONSOLIDATION,E,16000,16.4,1,0.16,Y,15,31879,USA,activo
43,195000,MORTGAGE,4.0,EDUCATION,C,10000,12.73,0,0.05,N,12,31880,USA,inactivo
44,200000,MORTGAGE,,VENTURE,A,20000,7.51,0,0.1,N,11,31881,USA,inactivo
40,14400,OWN,10.0,HOMEIMPROVEMENT,A,8000,7.14,1,0.56,N,12,31882,USA,activo
36,120000,RENT,2.0,HOMEIMPROVEMENT,C,16000,13.06,0,0.13,N,16,31883,USA,inactivo
37,200000,MORTGAGE,3.0,EDUCATION,D,10000,13.8,0,0.05,N,16,31884,USA,inactivo
38,200000,MORTGAGE,0.0,EDUCATION,A,3000,7.68,0,0.01,N,15,31885,USA,inactivo
47,204000,MORTGAGE,6.0,EDUCATION,C,10000,13.06,0,0.05,Y,13,31886,USA,inactivo
37,205000,MORTGAGE,3.0,EDUCATION,B,18000,10.39,0,0.09,N,14,31887,USA,inactivo
36,171870,MORTGAGE,4.0,MEDICAL,D,9400,15.62,1,0.05,Y,11,31888,USA,activo
42,300000,RENT,26.0,MEDICAL,A,16000,9.63,0,0.05,N,15,31889,USA,inactivo
42,224000,MORTGAGE,16.0,EDUCATION,B,25000,11.86,0,0.11,N,15,31890,USA,inactivo
43,69996,RENT,18.0,MEDICAL,A,19200,,0,0.27,N,11,31891,USA,inactivo
40,250000,MORTGAGE,8.0,EDUCATION,A,28000,7.9,0,0.11,N,13,31892,USA,inactivo
39,250000,MORTGAGE,21.0,VENTURE,C,4000,15.23,0,0.02,N,13,31893,USA,inactivo
37,250000,MORTGAGE,2.0,EDUCATION,C,34000,14.79,0,0.14,N,16,31894,USA,inactivo
37,74000,RENT,9.0,HOMEIMPROVEMENT,C,19200,12.87,1,0.26,Y,12,31895,USA,activo
36,238000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,25000,15.95,1,0.11,N,17,31896,USA,activo
45,89000,RENT,5.0,PERSONAL,B,19200,,0,0.22,N,12,31897,USA,inactivo
40,275004,MORTGAGE,2.0,MEDICAL,B,24500,10.99,0,0.09,N,13,31898,USA,inactivo
36,290000,MORTGAGE,6.0,PERSONAL,D,25000,15.65,0,0.09,N,16,31899,USA,inactivo
37,244800,MORTGAGE,20.0,MEDICAL,E,35000,18.39,1,0.12,N,14,31900,USA,activo
40,300000,MORTGAGE,3.0,VENTURE,C,16000,14.17,0,0.05,Y,14,31901,USA,inactivo
40,33600,RENT,8.0,EDUCATION,E,19275,14.5,1,0.57,N,11,31902,USA,activo
38,313000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,21600,,0,0.07,Y,16,31903,USA,inactivo
42,316800,MORTGAGE,3.0,PERSONAL,D,19400,,0,0.06,Y,13,31904,USA,inactivo
36,261800,MORTGAGE,16.0,MEDICAL,B,24000,10.62,1,0.08,N,16,31905,USA,activo
39,310400,MORTGAGE,13.0,DEBTCONSOLIDATION,D,15000,15.65,1,0.05,Y,11,31906,USA,activo
39,325000,MORTGAGE,14.0,PERSONAL,D,18000,14.96,0,0.06,Y,14,31907,USA,inactivo
42,360000,MORTGAGE,11.0,EDUCATION,B,25000,9.99,0,0.07,N,14,31908,USA,inactivo
45,54000,RENT,1.0,DEBTCONSOLIDATION,B,19425,11.99,1,0.36,N,17,31909,USA,activo
41,381450,MORTGAGE,10.0,MEDICAL,C,35000,13.49,0,0.09,Y,14,31910,USA,inactivo
41,444000,MORTGAGE,4.0,EDUCATION,D,2500,15.31,0,0.01,N,11,31911,USA,inactivo
40,550000,MORTGAGE,4.0,VENTURE,B,18000,11.12,0,0.03,N,12,31912,USA,inactivo
40,550000,MORTGAGE,5.0,MEDICAL,B,8000,10.75,0,0.01,N,14,31913,USA,inactivo
37,600000,OWN,11.0,HOMEIMPROVEMENT,B,16000,10.25,0,0.03,N,14,31914,USA,inactivo
42,499800,OWN,4.0,MEDICAL,F,24000,18.43,1,0.04,Y,11,31915,USA,activo
42,600000,OTHER,2.0,EDUCATION,D,25000,14.74,0,0.04,N,11,31916,USA,inactivo
43,780000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,1000,8.94,0,0.0,N,11,31917,USA,inactivo
38,37440,RENT,14.0,VENTURE,C,19750,13.92,1,0.53,N,16,31918,USA,activo
37,800000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,15000,11.36,0,0.02,N,17,31919,USA,inactivo
36,828000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4200,,0,0.01,N,16,31920,USA,inactivo
42,39000,RENT,4.0,HOMEIMPROVEMENT,B,19750,10.65,1,0.51,N,14,31921,USA,activo
37,900000,MORTGAGE,5.0,PERSONAL,C,25000,12.87,0,0.03,Y,13,31922,USA,inactivo
47,1362000,MORTGAGE,9.0,VENTURE,A,6600,7.74,0,0.0,N,17,31923,USA,inactivo
36,9600,MORTGAGE,1.0,VENTURE,B,3250,11.49,1,0.34,N,15,31924,USA,activo
44,1440000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6400,7.4,0,0.0,N,15,31925,USA,inactivo
36,45000,RENT,0.0,MEDICAL,C,19750,13.35,1,0.44,N,14,31926,USA,activo
40,8628,OWN,,DEBTCONSOLIDATION,A,2500,,1,0.29,N,17,31927,USA,activo
46,8088,RENT,15.0,MEDICAL,D,1600,14.42,1,0.2,Y,11,31928,USA,activo
37,7200,RENT,0.0,VENTURE,B,1000,11.14,0,0.14,N,13,31929,USA,inactivo
37,6000,OWN,3.0,VENTURE,A,1300,6.03,1,0.22,N,11,31930,USA,activo
41,4000,RENT,0.0,MEDICAL,C,2000,13.22,1,0.5,Y,15,31931,USA,activo
36,28800,RENT,2.0,MEDICAL,C,6000,15.96,0,0.21,Y,13,31932,USA,inactivo
47,79500,MORTGAGE,0.0,MEDICAL,A,16000,7.51,0,0.2,N,14,31933,USA,inactivo
44,36000,MORTGAGE,6.0,EDUCATION,A,1000,7.51,0,0.03,N,17,31934,USA,inactivo
47,48000,RENT,14.0,DEBTCONSOLIDATION,C,2500,14.65,0,0.05,Y,17,31935,USA,inactivo
43,46000,RENT,3.0,EDUCATION,B,5000,10.38,1,0.11,N,15,31936,USA,activo
39,70000,MORTGAGE,7.0,VENTURE,A,12500,7.9,0,0.18,N,13,31937,USA,inactivo
37,25000,RENT,6.0,EDUCATION,B,7500,10.99,0,0.3,N,15,31938,USA,inactivo
44,94128,MORTGAGE,14.0,MEDICAL,A,4400,7.29,0,0.05,N,11,31939,USA,inactivo
42,85000,RENT,3.0,MEDICAL,C,5750,12.99,0,0.07,Y,14,31940,USA,inactivo
38,37500,RENT,0.0,EDUCATION,A,1375,6.91,0,0.04,N,15,31941,USA,inactivo
37,74784,RENT,8.0,HOMEIMPROVEMENT,E,15000,14.5,0,0.2,N,11,31942,USA,inactivo
40,35820,RENT,0.0,PERSONAL,B,3275,8.88,0,0.09,N,13,31943,USA,inactivo
46,47000,MORTGAGE,5.0,PERSONAL,A,6000,7.14,0,0.13,N,14,31944,USA,inactivo
36,43680,MORTGAGE,0.0,VENTURE,C,15000,13.11,0,0.34,Y,17,31945,USA,inactivo
37,32400,OWN,0.0,EDUCATION,D,8000,15.99,0,0.25,N,12,31946,USA,inactivo
44,88000,RENT,8.0,EDUCATION,B,8000,10.38,0,0.09,N,11,31947,USA,inactivo
40,38000,RENT,4.0,DEBTCONSOLIDATION,D,7000,15.99,1,0.18,N,16,31948,USA,activo
38,160000,MORTGAGE,12.0,EDUCATION,A,14000,6.62,0,0.09,N,16,31949,USA,inactivo
48,19200,OWN,1.0,MEDICAL,C,7000,,1,0.36,N,16,31950,USA,activo
38,55000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,11700,7.66,0,0.21,N,13,31951,USA,inactivo
36,20004,RENT,1.0,EDUCATION,B,4375,10.74,0,0.22,N,11,31952,USA,inactivo
41,110000,MORTGAGE,7.0,VENTURE,B,30000,9.91,0,0.27,N,17,31953,USA,inactivo
37,52000,RENT,0.0,VENTURE,C,14000,13.16,0,0.27,Y,15,31954,USA,inactivo
40,15864,RENT,,DEBTCONSOLIDATION,B,2375,11.11,0,0.15,N,12,31955,USA,inactivo
38,130000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,30000,9.91,0,0.23,N,11,31956,USA,inactivo
36,38795,MORTGAGE,,MEDICAL,B,2000,,0,0.05,N,13,31957,USA,inactivo
36,155000,MORTGAGE,9.0,MEDICAL,A,30000,7.9,0,0.19,N,14,31958,USA,inactivo
39,84000,OWN,12.0,VENTURE,A,9875,7.51,0,0.12,N,14,31959,USA,inactivo
38,81000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,11000,10.36,0,0.14,N,14,31960,USA,inactivo
37,74568,RENT,0.0,PERSONAL,C,6000,14.26,0,0.08,Y,16,31961,USA,inactivo
37,33280,RENT,2.0,VENTURE,C,8400,13.92,0,0.25,Y,17,31962,USA,inactivo
47,65000,RENT,1.0,MEDICAL,C,3100,13.49,0,0.05,N,16,31963,USA,inactivo
41,35000,MORTGAGE,18.0,VENTURE,C,1500,13.06,0,0.04,N,13,31964,USA,inactivo
37,60000,RENT,0.0,EDUCATION,C,3000,12.53,0,0.05,N,15,31965,USA,inactivo
38,110000,OWN,6.0,VENTURE,C,12000,12.99,0,0.11,N,11,31966,USA,inactivo
50,58800,MORTGAGE,12.0,MEDICAL,E,22000,17.74,1,0.37,Y,13,31967,USA,activo
38,18720,OWN,22.0,VENTURE,B,2500,11.86,0,0.13,N,16,31968,USA,inactivo
37,60000,RENT,21.0,VENTURE,B,16000,,0,0.27,N,15,31969,USA,inactivo
43,97500,RENT,6.0,PERSONAL,B,24000,10.99,0,0.25,N,16,31970,USA,inactivo
46,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,6.91,0,0.22,N,15,31971,USA,inactivo
37,48000,RENT,3.0,MEDICAL,D,7500,16.29,0,0.16,Y,12,31972,USA,inactivo
42,360000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,25000,9.99,0,0.07,N,17,31973,USA,inactivo
37,60000,RENT,1.0,MEDICAL,D,10000,15.99,1,0.17,Y,17,31974,USA,activo
39,12000,RENT,,DEBTCONSOLIDATION,B,2000,10.65,1,0.17,N,16,31975,USA,activo
43,50000,MORTGAGE,11.0,EDUCATION,A,11500,,0,0.23,N,11,31976,USA,inactivo
50,41496,RENT,9.0,MEDICAL,D,5000,15.31,1,0.12,Y,12,31977,USA,activo
50,68000,MORTGAGE,5.0,PERSONAL,B,10000,11.49,0,0.15,N,16,31978,USA,inactivo
41,140000,MORTGAGE,2.0,EDUCATION,E,15000,17.88,0,0.11,N,11,31979,USA,inactivo
36,45600,MORTGAGE,6.0,VENTURE,C,10000,13.49,0,0.22,Y,15,31980,USA,inactivo
36,50000,RENT,6.0,VENTURE,C,7200,13.98,0,0.14,N,17,31981,USA,inactivo
36,52000,RENT,2.0,EDUCATION,C,7000,13.85,1,0.13,Y,14,31982,USA,activo
48,41500,RENT,3.0,MEDICAL,A,5000,7.29,0,0.12,N,14,31983,USA,inactivo
36,38568,RENT,7.0,EDUCATION,E,2400,18.39,0,0.06,Y,13,31984,USA,inactivo
36,33600,RENT,3.0,EDUCATION,B,12000,11.36,1,0.36,N,16,31985,USA,activo
38,47004,RENT,2.0,VENTURE,C,4775,,0,0.1,Y,14,31986,USA,inactivo
38,42000,RENT,0.0,PERSONAL,B,4600,,0,0.11,N,17,31987,USA,inactivo
37,79900,RENT,0.0,MEDICAL,C,25000,13.11,1,0.27,N,16,31988,USA,activo
37,108000,RENT,0.0,VENTURE,E,20000,16.32,1,0.19,N,13,31989,USA,activo
36,62000,RENT,3.0,HOMEIMPROVEMENT,B,8000,11.12,0,0.13,N,12,31990,USA,inactivo
36,56900,MORTGAGE,16.0,MEDICAL,G,6200,,1,0.11,N,13,31991,USA,activo
38,17108,MORTGAGE,7.0,EDUCATION,A,4375,7.51,1,0.26,N,13,31992,USA,activo
37,75000,RENT,3.0,HOMEIMPROVEMENT,C,10000,,0,0.13,Y,17,31993,USA,inactivo
37,42000,RENT,0.0,MEDICAL,A,12000,,0,0.29,N,14,31994,USA,inactivo
36,26880,OWN,0.0,VENTURE,A,4500,7.66,0,0.17,N,14,31995,USA,inactivo
44,140000,OWN,14.0,MEDICAL,B,21500,11.83,0,0.15,N,11,31996,USA,inactivo
41,69000,RENT,15.0,DEBTCONSOLIDATION,D,4000,16.29,1,0.06,N,13,31997,USA,activo
47,44004,RENT,2.0,PERSONAL,B,8000,,1,0.18,N,15,31998,USA,activo
37,45000,RENT,1.0,DEBTCONSOLIDATION,B,9000,11.71,1,0.2,N,16,31999,USA,activo
44,57000,RENT,1.0,PERSONAL,B,4200,,0,0.07,N,11,32000,USA,inactivo
37,100000,MORTGAGE,3.0,VENTURE,B,6000,11.99,0,0.06,N,13,32001,USA,inactivo
41,40000,RENT,3.0,PERSONAL,A,9200,7.49,0,0.23,N,15,32002,USA,inactivo
